"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","button_pressed","responses","training_vector","training_matrixRow","key_press"
"vsl-grid-scene-snap","10","40428","0.0-5.0-0.0-5.0","","","[[""img/obj11.png"",""img/obj5.png"",""img/obj3.png""],[""img/obj8.png"",""img/obj12.png"",0],[""img/obj2.png"",0,0]]","","","1,1,1,2,1,4,2,2,5","6",""
"vsl-grid-scene-snap","11","43436","0.0-5.0-0.0-6.0","","","[[""img/obj11.png"",0,0],[""img/obj8.png"",""img/obj6.png"",0],[""img/obj1.png"",""img/obj9.png"",""img/obj4.png""]]","","","1,1,1,1,3,3,2,2,6","32",""
"vsl-grid-scene-snap","12","46461","0.0-5.0-0.0-7.0","","","[[""img/obj7.png"",""img/obj5.png"",""img/obj3.png""],[""img/obj10.png"",""img/obj12.png"",0],[""img/obj2.png"",0,0]]","","","1,1,2,2,1,4,2,2,5","7",""
"vsl-grid-scene-snap","13","49484","0.0-5.0-0.0-8.0","","","[[0,""img/obj1.png"",""img/obj9.png""],[0,""img/obj12.png"",""img/obj7.png""],[""img/obj2.png"",0,""img/obj10.png""]]","","","3,2,2,2,1,3,2,2,5","121",""
"vsl-grid-scene-snap","14","52512","0.0-5.0-0.0-9.0","","","[[0,""img/obj1.png"",""img/obj9.png""],[0,""img/obj12.png"",""img/obj11.png""],[""img/obj2.png"",0,""img/obj8.png""]]","","","3,2,1,2,1,3,2,2,5","120",""
"vsl-grid-scene-snap","15","55521","0.0-5.0-0.0-10.0","","","[[0,0,""img/obj12.png""],[0,""img/obj2.png"",""img/obj11.png""],[""img/obj5.png"",""img/obj3.png"",""img/obj8.png""]]","","","3,2,1,1,3,4,3,1,5","142",""
"vsl-grid-scene-snap","16","58527","0.0-5.0-0.0-11.0","","","[[""img/obj11.png"",""img/obj6.png"",0],[""img/obj8.png"",0,""img/obj4.png""],[""img/obj5.png"",""img/obj3.png"",0]]","","","1,1,1,1,3,4,2,1,6","30",""
"vsl-grid-scene-snap","17","61539","0.0-5.0-0.0-12.0","","","[[0,""img/obj1.png"",""img/obj9.png""],[""img/obj6.png"",0,""img/obj11.png""],[0,""img/obj4.png"",""img/obj8.png""]]","","","3,2,1,2,1,3,1,2,6","124",""
"vsl-grid-scene-snap","18","64563","0.0-5.0-0.0-13.0","","","[[""img/obj11.png"",0,""img/obj12.png""],[""img/obj8.png"",""img/obj2.png"",0],[0,""img/obj5.png"",""img/obj3.png""]]","","","1,1,1,2,3,4,3,1,5","14",""
"vsl-grid-scene-snap","19","67578","0.0-5.0-0.0-14.0","","","[[""img/obj5.png"",""img/obj3.png"",0],[0,""img/obj12.png"",""img/obj7.png""],[""img/obj2.png"",0,""img/obj10.png""]]","","","3,2,2,1,1,4,2,2,5","111",""
"vsl-grid-scene-snap","20","70589","0.0-5.0-0.0-15.0","","","[[""img/obj11.png"",0,0],[""img/obj8.png"",""img/obj6.png"",0],[""img/obj5.png"",""img/obj3.png"",""img/obj4.png""]]","","","1,1,1,1,3,4,2,2,6","34",""
"vsl-grid-scene-snap","21","73611","0.0-5.0-0.0-16.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj11.png""],[0,""img/obj12.png"",""img/obj8.png""],[""img/obj2.png"",0,0]]","","","3,1,1,1,1,4,2,2,5","74",""
"vsl-grid-scene-snap","22","76625","0.0-5.0-0.0-17.0","","","[[0,0,""img/obj12.png""],[0,""img/obj2.png"",""img/obj7.png""],[""img/obj5.png"",""img/obj3.png"",""img/obj10.png""]]","","","3,2,2,1,3,4,3,1,5","143",""
"vsl-grid-scene-snap","23","79653","0.0-5.0-0.0-18.0","","","[[""img/obj11.png"",0,0],[""img/obj8.png"",""img/obj12.png"",0],[""img/obj2.png"",""img/obj1.png"",""img/obj9.png""]]","","","1,1,1,2,3,3,2,2,5","16",""
"vsl-grid-scene-snap","24","82666","0.0-5.0-0.0-19.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj7.png""],[""img/obj6.png"",0,""img/obj10.png""],[0,""img/obj4.png"",0]]","","","3,1,2,1,1,4,1,2,6","79",""
"vsl-grid-scene-snap","25","85692","0.0-5.0-0.0-20.0","","","[[""img/obj5.png"",""img/obj3.png"",0],[0,""img/obj12.png"",""img/obj11.png""],[""img/obj2.png"",0,""img/obj8.png""]]","","","3,2,1,1,1,4,2,2,5","110",""
"vsl-grid-scene-snap","26","88711","0.0-5.0-0.0-21.0","","","[[""img/obj5.png"",""img/obj3.png"",0],[""img/obj7.png"",""img/obj6.png"",0],[""img/obj10.png"",0,""img/obj4.png""]]","","","1,2,2,1,1,4,2,2,6","71",""
"vsl-grid-scene-snap","27","91727","0.0-5.0-0.0-22.0","","","[[""img/obj11.png"",""img/obj6.png"",0],[""img/obj8.png"",0,""img/obj4.png""],[""img/obj1.png"",""img/obj9.png"",0]]","","","1,1,1,1,3,3,2,1,6","28",""
"vsl-grid-scene-snap","28","94758","0.0-5.0-0.0-23.0","","","[[""img/obj1.png"",""img/obj9.png"",""img/obj12.png""],[""img/obj11.png"",""img/obj2.png"",0],[""img/obj8.png"",0,0]]","","","1,2,1,1,1,3,3,1,5","64",""
"vsl-grid-scene-snap","29","97766","0.0-5.0-0.0-24.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj11.png""],[0,""img/obj6.png"",""img/obj8.png""],[0,0,""img/obj4.png""]]","","","3,1,1,1,1,4,2,2,6","82",""
"vsl-grid-scene-snap","30","100769","0.0-5.0-0.0-25.0","","","[[0,""img/obj12.png"",""img/obj7.png""],[""img/obj2.png"",0,""img/obj10.png""],[""img/obj5.png"",""img/obj3.png"",0]]","","","3,1,2,1,3,4,2,1,5","99",""
"vsl-grid-scene-snap","31","103793","0.0-5.0-0.0-26.0","","","[[""img/obj6.png"",""img/obj5.png"",""img/obj3.png""],[0,""img/obj4.png"",""img/obj11.png""],[0,0,""img/obj8.png""]]","","","3,2,1,2,1,4,1,1,6","130",""
"vsl-grid-scene-snap","32","106802","0.0-5.0-0.0-27.0","","","[[0,""img/obj12.png"",0],[""img/obj2.png"",0,""img/obj11.png""],[""img/obj5.png"",""img/obj3.png"",""img/obj8.png""]]","","","3,2,1,1,3,4,2,1,5","134",""
"vsl-grid-scene-snap","33","109810","0.0-5.0-0.0-28.0","","","[[""img/obj6.png"",""img/obj5.png"",""img/obj3.png""],[""img/obj11.png"",""img/obj4.png"",0],[""img/obj8.png"",0,0]]","","","1,2,1,2,1,4,1,1,6","42",""
"vsl-grid-scene-snap","34","112835","0.0-5.0-0.0-29.0","","","[[0,0,""img/obj7.png""],[0,""img/obj12.png"",""img/obj10.png""],[""img/obj2.png"",""img/obj1.png"",""img/obj9.png""]]","","","3,1,2,2,3,3,2,2,5","85",""
"vsl-grid-scene-snap","35","115863","0.0-5.0-0.0-30.0","","","[[""img/obj6.png"",0,""img/obj11.png""],[0,""img/obj4.png"",""img/obj8.png""],[""img/obj1.png"",""img/obj9.png"",0]]","","","3,1,1,1,3,3,1,1,6","100",""
"vsl-grid-scene-snap","36","118873","0.0-5.0-0.0-31.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj11.png""],[""img/obj6.png"",0,""img/obj8.png""],[0,""img/obj4.png"",0]]","","","3,1,1,1,1,4,1,2,6","78",""
"vsl-grid-scene-snap","37","121881","0.0-5.0-0.0-32.0","","","[[0,0,""img/obj12.png""],[""img/obj11.png"",""img/obj2.png"",0],[""img/obj8.png"",""img/obj5.png"",""img/obj3.png""]]","","","1,2,1,2,3,4,3,1,5","50",""
"vsl-grid-scene-snap","38","124895","0.0-5.0-0.0-33.0","","","[[""img/obj1.png"",""img/obj9.png"",""img/obj7.png""],[""img/obj6.png"",0,""img/obj10.png""],[0,""img/obj4.png"",0]]","","","3,1,2,1,1,3,1,2,6","77",""
"vsl-grid-scene-snap","39","127899","0.0-5.0-0.0-34.0","","","[[0,0,""img/obj12.png""],[0,""img/obj2.png"",""img/obj7.png""],[""img/obj1.png"",""img/obj9.png"",""img/obj10.png""]]","","","3,2,2,1,3,3,3,1,5","141",""
"vsl-grid-scene-snap","40","130920","0.0-5.0-0.0-35.0","","","[[""img/obj6.png"",0,0],[0,""img/obj4.png"",""img/obj11.png""],[""img/obj1.png"",""img/obj9.png"",""img/obj8.png""]]","","","3,2,1,1,3,3,1,1,6","136",""
"vsl-grid-scene-snap","41","133924","0.0-5.0-0.0-36.0","","","[[""img/obj1.png"",""img/obj9.png"",0],[""img/obj6.png"",0,""img/obj7.png""],[0,""img/obj4.png"",""img/obj10.png""]]","","","3,2,2,1,1,3,1,2,6","113",""
"vsl-grid-scene-snap","42","136948","0.0-5.0-0.0-37.0","","","[[""img/obj1.png"",""img/obj9.png"",""img/obj11.png""],[""img/obj6.png"",0,""img/obj8.png""],[0,""img/obj4.png"",0]]","","","3,1,1,1,1,3,1,2,6","76",""
"vsl-grid-scene-snap","43","139966","0.0-5.0-0.0-38.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj12.png""],[0,""img/obj2.png"",""img/obj7.png""],[0,0,""img/obj10.png""]]","","","3,2,2,1,1,4,3,1,5","119",""
"vsl-grid-scene-snap","44","142977","0.0-5.0-0.0-39.0","","","[[""img/obj6.png"",""img/obj5.png"",""img/obj3.png""],[0,""img/obj4.png"",""img/obj7.png""],[0,0,""img/obj10.png""]]","","","3,2,2,2,1,4,1,1,6","131",""
"vsl-grid-scene-snap","45","145998","0.0-5.0-0.0-40.0","","","[[""img/obj6.png"",""img/obj1.png"",""img/obj9.png""],[0,""img/obj4.png"",""img/obj7.png""],[0,0,""img/obj10.png""]]","","","3,2,2,2,1,3,1,1,6","129",""
"vsl-grid-scene-snap","46","149020","0.0-5.0-0.0-41.0","","","[[0,""img/obj1.png"",""img/obj9.png""],[""img/obj7.png"",0,""img/obj12.png""],[""img/obj10.png"",""img/obj2.png"",0]]","","","1,2,2,2,1,3,3,2,5","37",""
"vsl-grid-scene-snap","47","152043","0.0-5.0-0.0-42.0","","","[[0,0,""img/obj7.png""],[0,""img/obj12.png"",""img/obj10.png""],[""img/obj2.png"",""img/obj5.png"",""img/obj3.png""]]","","","3,1,2,2,3,4,2,2,5","87",""
"vsl-grid-scene-snap","48","155046","0.0-5.0-0.0-43.0","","","[[""img/obj1.png"",""img/obj9.png"",""img/obj12.png""],[0,""img/obj2.png"",""img/obj7.png""],[0,0,""img/obj10.png""]]","","","3,2,2,1,1,3,3,1,5","117",""
"vsl-grid-scene-snap","49","158053","0.0-5.0-0.0-44.0","","","[[0,""img/obj12.png"",""img/obj11.png""],[""img/obj2.png"",0,""img/obj8.png""],[""img/obj5.png"",""img/obj3.png"",0]]","","","3,1,1,1,3,4,2,1,5","98",""
"vsl-grid-scene-snap","50","161058","0.0-5.0-0.0-45.0","","","[[0,""img/obj12.png"",0],[""img/obj2.png"",0,""img/obj11.png""],[""img/obj1.png"",""img/obj9.png"",""img/obj8.png""]]","","","3,2,1,1,3,3,2,1,5","132",""
"vsl-grid-scene-snap","51","164066","0.0-5.0-0.0-46.0","","","[[""img/obj11.png"",""img/obj5.png"",""img/obj3.png""],[""img/obj8.png"",0,""img/obj12.png""],[0,""img/obj2.png"",0]]","","","1,1,1,2,1,4,3,2,5","2",""
"vsl-grid-scene-snap","52","167081","0.0-5.0-0.0-47.0","","","[[0,""img/obj12.png"",""img/obj7.png""],[""img/obj2.png"",0,""img/obj10.png""],[0,""img/obj1.png"",""img/obj9.png""]]","","","3,1,2,2,3,3,2,1,5","89",""
"vsl-grid-attention-check","53","169333","0.0-5.0-1.0-0.0-0.0","","1232.1000001430511","[[0,""img/square.png"",0],[""img/square.png"",""img/attention.png"",""img/square.png""],[""img/square.png"",0,""img/square.png""]]","","","","","32"
"html-keyboard-response","54","170341","0.0-5.0-1.0-1.0","","null"," ","","","","","null"
"vsl-grid-scene-snap","55","172356","0.0-5.0-2.0-0.0","","","[[""img/obj7.png"",0,0],[""img/obj10.png"",""img/obj12.png"",0],[""img/obj2.png"",""img/obj1.png"",""img/obj9.png""]]","","","1,1,2,2,3,3,2,2,5","17",""
"vsl-grid-scene-snap","56","175369","0.0-5.0-2.0-1.0","","","[[0,""img/obj5.png"",""img/obj3.png""],[""img/obj7.png"",""img/obj6.png"",0],[""img/obj10.png"",0,""img/obj4.png""]]","","","1,2,2,2,1,4,2,2,6","47",""
"vsl-grid-scene-snap","57","178395","0.0-5.0-2.0-2.0","","","[[0,""img/obj12.png"",0],[""img/obj2.png"",0,""img/obj7.png""],[""img/obj1.png"",""img/obj9.png"",""img/obj10.png""]]","","","3,2,2,1,3,3,2,1,5","133",""
"vsl-grid-scene-snap","58","181414","0.0-5.0-2.0-3.0","","","[[""img/obj7.png"",""img/obj6.png"",0],[""img/obj10.png"",0,""img/obj4.png""],[""img/obj1.png"",""img/obj9.png"",0]]","","","1,1,2,1,3,3,2,1,6","29",""
"vsl-grid-scene-snap","59","184441","0.0-5.0-2.0-4.0","","","[[""img/obj11.png"",""img/obj5.png"",""img/obj3.png""],[""img/obj8.png"",""img/obj6.png"",0],[0,0,""img/obj4.png""]]","","","1,1,1,2,1,4,2,2,6","10",""
"vsl-grid-scene-snap","60","187443","0.0-5.0-2.0-5.0","","","[[""img/obj1.png"",""img/obj9.png"",""img/obj12.png""],[""img/obj7.png"",""img/obj2.png"",0],[""img/obj10.png"",0,0]]","","","1,2,2,1,1,3,3,1,5","65",""
"vsl-grid-scene-snap","61","190462","0.0-5.0-2.0-6.0","","","[[""img/obj6.png"",0,0],[0,""img/obj4.png"",""img/obj7.png""],[""img/obj1.png"",""img/obj9.png"",""img/obj10.png""]]","","","3,2,2,1,3,3,1,1,6","137",""
"vsl-grid-scene-snap","62","193478","0.0-5.0-2.0-7.0","","","[[0,""img/obj5.png"",""img/obj3.png""],[""img/obj6.png"",0,""img/obj7.png""],[0,""img/obj4.png"",""img/obj10.png""]]","","","3,2,2,2,1,4,1,2,6","127",""
"vsl-grid-scene-snap","63","196487","0.0-5.0-2.0-8.0","","","[[0,""img/obj1.png"",""img/obj9.png""],[""img/obj7.png"",""img/obj6.png"",0],[""img/obj10.png"",0,""img/obj4.png""]]","","","1,2,2,2,1,3,2,2,6","45",""
"vsl-grid-scene-snap","64","199499","0.0-5.0-2.0-9.0","","","[[0,0,""img/obj12.png""],[""img/obj7.png"",""img/obj2.png"",0],[""img/obj10.png"",""img/obj1.png"",""img/obj9.png""]]","","","1,2,2,2,3,3,3,1,5","49",""
"vsl-grid-scene-snap","65","202509","0.0-5.0-2.0-10.0","","","[[""img/obj7.png"",""img/obj1.png"",""img/obj9.png""],[""img/obj10.png"",""img/obj6.png"",0],[0,0,""img/obj4.png""]]","","","1,1,2,2,1,3,2,2,6","9",""
"vsl-grid-scene-snap","66","205524","0.0-5.0-2.0-11.0","","","[[""img/obj6.png"",0,0],[0,""img/obj4.png"",""img/obj7.png""],[""img/obj5.png"",""img/obj3.png"",""img/obj10.png""]]","","","3,2,2,1,3,4,1,1,6","139",""
"vsl-grid-scene-snap","67","208544","0.0-5.0-2.0-12.0","","","[[""img/obj7.png"",0,""img/obj12.png""],[""img/obj10.png"",""img/obj2.png"",0],[""img/obj5.png"",""img/obj3.png"",0]]","","","1,1,2,1,3,4,3,1,5","27",""
"vsl-grid-scene-snap","68","211557","0.0-5.0-2.0-13.0","","","[[""img/obj11.png"",""img/obj6.png"",0],[""img/obj8.png"",0,""img/obj4.png""],[0,""img/obj5.png"",""img/obj3.png""]]","","","1,1,1,2,3,4,2,1,6","22",""
"vsl-grid-scene-snap","69","214566","0.0-5.0-2.0-14.0","","","[[""img/obj7.png"",""img/obj6.png"",0],[""img/obj10.png"",0,""img/obj4.png""],[""img/obj5.png"",""img/obj3.png"",0]]","","","1,1,2,1,3,4,2,1,6","31",""
"vsl-grid-scene-snap","70","217576","0.0-5.0-2.0-15.0","","","[[0,""img/obj5.png"",""img/obj3.png""],[""img/obj11.png"",""img/obj6.png"",0],[""img/obj8.png"",0,""img/obj4.png""]]","","","1,2,1,2,1,4,2,2,6","46",""
"vsl-grid-scene-snap","71","220589","0.0-5.0-2.0-16.0","","","[[0,""img/obj12.png"",""img/obj11.png""],[""img/obj2.png"",0,""img/obj8.png""],[0,""img/obj5.png"",""img/obj3.png""]]","","","3,1,1,2,3,4,2,1,5","90",""
"vsl-grid-scene-snap","72","223605","0.0-5.0-2.0-17.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj7.png""],[0,""img/obj6.png"",""img/obj10.png""],[0,0,""img/obj4.png""]]","","","3,1,2,1,1,4,2,2,6","83",""
"vsl-grid-scene-snap","73","226622","0.0-5.0-2.0-18.0","","","[[""img/obj7.png"",""img/obj5.png"",""img/obj3.png""],[""img/obj10.png"",""img/obj6.png"",0],[0,0,""img/obj4.png""]]","","","1,1,2,2,1,4,2,2,6","11",""
"vsl-grid-scene-snap","74","229639","0.0-5.0-2.0-19.0","","","[[""img/obj6.png"",""img/obj1.png"",""img/obj9.png""],[""img/obj7.png"",""img/obj4.png"",0],[""img/obj10.png"",0,0]]","","","1,2,2,2,1,3,1,1,6","41",""
"vsl-grid-scene-snap","75","232644","0.0-5.0-2.0-20.0","","","[[""img/obj6.png"",""img/obj5.png"",""img/obj3.png""],[""img/obj7.png"",""img/obj4.png"",0],[""img/obj10.png"",0,0]]","","","1,2,2,2,1,4,1,1,6","43",""
"vsl-grid-scene-snap","76","235658","0.0-5.0-2.0-21.0","","","[[0,""img/obj6.png"",0],[""img/obj11.png"",0,""img/obj4.png""],[""img/obj8.png"",""img/obj5.png"",""img/obj3.png""]]","","","1,2,1,2,3,4,2,1,6","54",""
"vsl-grid-scene-snap","77","238681","0.0-5.0-2.0-22.0","","","[[0,""img/obj12.png"",""img/obj11.png""],[""img/obj2.png"",0,""img/obj8.png""],[0,""img/obj1.png"",""img/obj9.png""]]","","","3,1,1,2,3,3,2,1,5","88",""
"vsl-grid-scene-snap","78","241686","0.0-5.0-2.0-23.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj12.png""],[""img/obj11.png"",""img/obj2.png"",0],[""img/obj8.png"",0,0]]","","","1,2,1,1,1,4,3,1,5","66",""
"vsl-grid-scene-snap","79","244691","0.0-5.0-2.0-24.0","","","[[""img/obj7.png"",""img/obj5.png"",""img/obj3.png""],[""img/obj10.png"",0,""img/obj12.png""],[0,""img/obj2.png"",0]]","","","1,1,2,2,1,4,3,2,5","3",""
"vsl-grid-scene-snap","80","247709","0.0-5.0-2.0-25.0","","","[[""img/obj5.png"",""img/obj3.png"",0],[""img/obj7.png"",0,""img/obj12.png""],[""img/obj10.png"",""img/obj2.png"",0]]","","","1,2,2,1,1,4,3,2,5","63",""
"vsl-grid-scene-snap","81","250734","0.0-5.0-2.0-26.0","","","[[""img/obj6.png"",0,""img/obj7.png""],[0,""img/obj4.png"",""img/obj10.png""],[""img/obj5.png"",""img/obj3.png"",0]]","","","3,1,2,1,3,4,1,1,6","103",""
"vsl-grid-scene-snap","82","253748","0.0-5.0-2.0-27.0","","","[[""img/obj1.png"",""img/obj9.png"",0],[""img/obj7.png"",0,""img/obj12.png""],[""img/obj10.png"",""img/obj2.png"",0]]","","","1,2,2,1,1,3,3,2,5","61",""
"vsl-grid-scene-snap","83","256756","0.0-5.0-2.0-28.0","","","[[""img/obj7.png"",""img/obj1.png"",""img/obj9.png""],[""img/obj10.png"",""img/obj12.png"",0],[""img/obj2.png"",0,0]]","","","1,1,2,2,1,3,2,2,5","5",""
"vsl-grid-scene-snap","84","259767","0.0-5.0-2.0-29.0","","","[[""img/obj6.png"",""img/obj1.png"",""img/obj9.png""],[0,""img/obj4.png"",""img/obj11.png""],[0,0,""img/obj8.png""]]","","","3,2,1,2,1,3,1,1,6","128",""
"vsl-grid-scene-snap","85","262775","0.0-5.0-2.0-30.0","","","[[0,""img/obj1.png"",""img/obj9.png""],[""img/obj11.png"",0,""img/obj12.png""],[""img/obj8.png"",""img/obj2.png"",0]]","","","1,2,1,2,1,3,3,2,5","36",""
"vsl-grid-scene-snap","86","265796","0.0-5.0-2.0-31.0","","","[[""img/obj6.png"",0,""img/obj11.png""],[0,""img/obj4.png"",""img/obj8.png""],[0,""img/obj5.png"",""img/obj3.png""]]","","","3,1,1,2,3,4,1,1,6","94",""
"vsl-grid-scene-snap","87","268815","0.0-5.0-2.0-32.0","","","[[""img/obj6.png"",0,""img/obj7.png""],[0,""img/obj4.png"",""img/obj10.png""],[0,""img/obj1.png"",""img/obj9.png""]]","","","3,1,2,2,3,3,1,1,6","93",""
"vsl-grid-scene-snap","88","271820","0.0-5.0-2.0-33.0","","","[[""img/obj7.png"",""img/obj6.png"",0],[""img/obj10.png"",0,""img/obj4.png""],[0,""img/obj5.png"",""img/obj3.png""]]","","","1,1,2,2,3,4,2,1,6","23",""
"vsl-grid-scene-snap","89","274844","0.0-5.0-2.0-34.0","","","[[0,0,""img/obj7.png""],[0,""img/obj6.png"",""img/obj10.png""],[""img/obj5.png"",""img/obj3.png"",""img/obj4.png""]]","","","3,1,2,1,3,4,2,2,6","107",""
"vsl-grid-scene-snap","90","277871","0.0-5.0-2.0-35.0","","","[[""img/obj1.png"",""img/obj9.png"",0],[""img/obj11.png"",0,""img/obj12.png""],[""img/obj8.png"",""img/obj2.png"",0]]","","","1,2,1,1,1,3,3,2,5","60",""
"vsl-grid-scene-snap","91","280878","0.0-5.0-2.0-36.0","","","[[""img/obj1.png"",""img/obj9.png"",0],[0,""img/obj12.png"",""img/obj11.png""],[""img/obj2.png"",0,""img/obj8.png""]]","","","3,2,1,1,1,3,2,2,5","108",""
"vsl-grid-scene-snap","92","283891","0.0-5.0-2.0-37.0","","","[[""img/obj11.png"",0,""img/obj12.png""],[""img/obj8.png"",""img/obj2.png"",0],[""img/obj5.png"",""img/obj3.png"",0]]","","","1,1,1,1,3,4,3,1,5","26",""
"vsl-grid-scene-snap","93","286899","0.0-5.0-2.0-38.0","","","[[""img/obj1.png"",""img/obj9.png"",0],[""img/obj11.png"",""img/obj6.png"",0],[""img/obj8.png"",0,""img/obj4.png""]]","","","1,2,1,1,1,3,2,2,6","68",""
"vsl-grid-scene-snap","94","289904","0.0-5.0-2.0-39.0","","","[[""img/obj6.png"",""img/obj1.png"",""img/obj9.png""],[""img/obj11.png"",""img/obj4.png"",0],[""img/obj8.png"",0,0]]","","","1,2,1,2,1,3,1,1,6","40",""
"vsl-grid-scene-snap","95","292922","0.0-5.0-2.0-40.0","","","[[0,0,""img/obj11.png""],[0,""img/obj12.png"",""img/obj8.png""],[""img/obj2.png"",""img/obj5.png"",""img/obj3.png""]]","","","3,1,1,2,3,4,2,2,5","86",""
"vsl-grid-scene-snap","96","295929","0.0-5.0-2.0-41.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj12.png""],[""img/obj7.png"",""img/obj2.png"",0],[""img/obj10.png"",0,0]]","","","1,2,2,1,1,4,3,1,5","67",""
"vsl-grid-scene-snap","97","298943","0.0-5.0-2.0-42.0","","","[[""img/obj6.png"",0,0],[0,""img/obj4.png"",""img/obj11.png""],[""img/obj5.png"",""img/obj3.png"",""img/obj8.png""]]","","","3,2,1,1,3,4,1,1,6","138",""
"vsl-grid-scene-snap","98","301971","0.0-5.0-2.0-43.0","","","[[0,""img/obj12.png"",""img/obj11.png""],[""img/obj2.png"",0,""img/obj8.png""],[""img/obj1.png"",""img/obj9.png"",0]]","","","3,1,1,1,3,3,2,1,5","96",""
"vsl-grid-scene-snap","99","304979","0.0-5.0-2.0-44.0","","","[[""img/obj1.png"",""img/obj9.png"",0],[""img/obj7.png"",""img/obj6.png"",0],[""img/obj10.png"",0,""img/obj4.png""]]","","","1,2,2,1,1,3,2,2,6","69",""
"vsl-grid-scene-snap","100","307995","0.0-5.0-2.0-45.0","","","[[""img/obj7.png"",""img/obj6.png"",0],[""img/obj10.png"",0,""img/obj4.png""],[0,""img/obj1.png"",""img/obj9.png""]]","","","1,1,2,2,3,3,2,1,6","21",""
"vsl-grid-scene-snap","101","311003","0.0-5.0-2.0-46.0","","","[[""img/obj7.png"",""img/obj1.png"",""img/obj9.png""],[""img/obj10.png"",0,""img/obj12.png""],[0,""img/obj2.png"",0]]","","","1,1,2,2,1,3,3,2,5","1",""
"vsl-grid-scene-snap","102","314029","0.0-5.0-2.0-47.0","","","[[""img/obj5.png"",""img/obj3.png"",""img/obj12.png""],[0,""img/obj2.png"",""img/obj11.png""],[0,0,""img/obj8.png""]]","","","3,2,1,1,1,4,3,1,5","118",""
"vsl-grid-attention-check","103","317131","0.0-5.0-3.0-0.0-0.0","","2098.2000000476837","[[0,""img/square.png"",0],[""img/square.png"",""img/attention.png"",0],[""img/square.png"",""img/square.png"",""img/square.png""]]","","","","","32"
