"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","button_pressed","responses","training_vector","training_matrixRow","key_press"
"vsl-grid-scene-snap","68","218493","0.0-5.0-2.0-12.0","","","[[0,""img/obj8.png"",""img/obj4.png""],[""img/obj12.png"",0,""img/obj11.png""],[""img/obj6.png"",""img/obj2.png"",0]]","","","3,1,1,1,3,3,2,1,5","96",""
"vsl-grid-scene-snap","69","221513","0.0-5.0-2.0-13.0","","","[[""img/obj9.png"",""img/obj10.png"",""img/obj4.png""],[0,""img/obj7.png"",""img/obj11.png""],[0,0,""img/obj3.png""]]","","","3,1,1,1,1,4,2,2,6","82",""
"vsl-grid-scene-snap","70","224533","0.0-5.0-2.0-14.0","","","[[""img/obj7.png"",0,""img/obj4.png""],[0,""img/obj3.png"",""img/obj11.png""],[""img/obj6.png"",""img/obj2.png"",0]]","","","3,1,1,1,3,3,1,1,6","100",""
"vsl-grid-scene-snap","71","227562","0.0-5.0-2.0-15.0","","","[[""img/obj9.png"",""img/obj10.png"",""img/obj8.png""],[""img/obj5.png"",""img/obj12.png"",0],[""img/obj1.png"",0,0]]","","","1,2,2,1,1,4,3,1,5","67",""
"vsl-grid-scene-snap","72","230575","0.0-5.0-2.0-16.0","","","[[""img/obj5.png"",""img/obj7.png"",0],[""img/obj1.png"",0,""img/obj3.png""],[0,""img/obj6.png"",""img/obj2.png""]]","","","1,1,2,2,3,3,2,1,6","21",""
"vsl-grid-scene-snap","73","233589","0.0-5.0-2.0-17.0","","","[[0,""img/obj6.png"",""img/obj2.png""],[""img/obj7.png"",0,""img/obj5.png""],[0,""img/obj3.png"",""img/obj1.png""]]","","","3,2,2,2,1,3,1,2,6","125",""
"vsl-grid-scene-snap","74","236601","0.0-5.0-2.0-18.0","","","[[""img/obj5.png"",0,0],[""img/obj1.png"",""img/obj8.png"",0],[""img/obj12.png"",""img/obj9.png"",""img/obj10.png""]]","","","1,1,2,2,3,4,2,2,5","19",""
"vsl-grid-scene-snap","75","239605","0.0-5.0-2.0-19.0","","","[[""img/obj7.png"",""img/obj9.png"",""img/obj10.png""],[0,""img/obj3.png"",""img/obj4.png""],[0,0,""img/obj11.png""]]","","","3,2,1,2,1,4,1,1,6","130",""
"vsl-grid-scene-snap","76","242626","0.0-5.0-2.0-20.0","","","[[""img/obj7.png"",""img/obj6.png"",""img/obj2.png""],[""img/obj5.png"",""img/obj3.png"",0],[""img/obj1.png"",0,0]]","","","1,2,2,2,1,3,1,1,6","41",""
"vsl-grid-scene-snap","77","245637","0.0-5.0-2.0-21.0","","","[[""img/obj9.png"",""img/obj10.png"",""img/obj8.png""],[""img/obj4.png"",""img/obj12.png"",0],[""img/obj11.png"",0,0]]","","","1,2,1,1,1,4,3,1,5","66",""
"vsl-grid-scene-snap","78","248652","0.0-5.0-2.0-22.0","","","[[""img/obj9.png"",""img/obj10.png"",0],[""img/obj5.png"",0,""img/obj8.png""],[""img/obj1.png"",""img/obj12.png"",0]]","","","1,2,2,1,1,4,3,2,5","63",""
"vsl-grid-scene-snap","79","251668","0.0-5.0-2.0-23.0","","","[[0,""img/obj8.png"",""img/obj5.png""],[""img/obj12.png"",0,""img/obj1.png""],[0,""img/obj6.png"",""img/obj2.png""]]","","","3,1,2,2,3,3,2,1,5","89",""
"vsl-grid-scene-snap","80","255039","0.0-5.0-2.0-24.0","","","[[0,""img/obj8.png"",0],[""img/obj12.png"",0,""img/obj4.png""],[""img/obj6.png"",""img/obj2.png"",""img/obj11.png""]]","","","3,2,1,1,3,3,2,1,5","132",""
