"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","response","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","subject","image_switchboard","scene_order"
"vsl-grid-scene-snap","12","33096","0.0-4.0-0.0-8.0","","","[[0,0,0,0,""img/obj12.png""],[0,0,""img/obj11.png"",""img/obj3.png"",0],[0,""img/obj8.png"",""img/obj1.png"",0,0],[0,0,""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","13","36109","0.0-4.0-0.0-9.0","","","[[0,0,0,0,""img/obj11.png""],[0,0,""img/obj6.png"",""img/obj8.png"",0],[0,0,0,""img/obj9.png"",""img/obj7.png""],[0,0,""img/obj2.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","14","39123","0.0-4.0-0.0-10.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj6.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj9.png"",0],[0,""img/obj1.png"",""img/obj2.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","15","42147","0.0-4.0-0.0-11.0","","","[[0,0,0,0,0],[0,0,0,""img/obj6.png"",0],[0,0,0,""img/obj12.png"",""img/obj9.png""],[0,0,""img/obj3.png"",""img/obj2.png"",0],[0,""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","16","45167","0.0-4.0-0.0-12.0","","","[[0,""img/obj11.png"",0,0,0],[""img/obj8.png"",""img/obj6.png"",0,0,0],[0,""img/obj7.png"",""img/obj9.png"",0,0],[0,""img/obj2.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","17","48194","0.0-4.0-0.0-13.0","","","[[0,""img/obj5.png"",""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj10.png"",0,0],[0,0,""img/obj7.png"",""img/obj4.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","18","51211","0.0-4.0-0.0-14.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",""img/obj5.png"",0,0],[0,0,""img/obj9.png"",""img/obj10.png"",0],[0,""img/obj2.png"",0,0,""img/obj4.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","19","54232","0.0-4.0-0.0-15.0","","","[[0,0,0,0,0],[0,0,""img/obj6.png"",0,0],[0,0,""img/obj12.png"",""img/obj9.png"",0],[0,""img/obj3.png"",""img/obj2.png"",0,0],[""img/obj1.png"",0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","20","57255","0.0-4.0-0.0-16.0","","","[[0,0,0,0,0],[0,0,0,0,""img/obj11.png""],[0,0,0,""img/obj8.png"",""img/obj12.png""],[0,0,0,""img/obj3.png"",""img/obj7.png""],[0,0,""img/obj1.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","21","60276","0.0-4.0-0.0-17.0","","","[[0,0,0,0,0],[0,""img/obj11.png"",""img/obj12.png"",0,0],[""img/obj8.png"",""img/obj3.png"",0,0,0],[""img/obj1.png"",""img/obj7.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","22","63288","0.0-4.0-0.0-18.0","","","[[0,0,""img/obj5.png"",0,0],[0,0,0,""img/obj10.png"",0],[0,0,0,""img/obj6.png"",""img/obj4.png""],[0,0,0,0,""img/obj9.png""],[0,0,0,""img/obj2.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","23","66307","0.0-4.0-0.0-19.0","","","[[0,0,0,""img/obj11.png"",0],[0,0,""img/obj8.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj7.png"",0],[0,""img/obj1.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","24","69334","0.0-4.0-0.0-20.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj5.png"",""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj10.png"",0,0],[0,0,""img/obj7.png"",""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","25","72347","0.0-4.0-0.0-21.0","","","[[0,0,0,""img/obj11.png"",0],[0,0,""img/obj8.png"",0,0],[0,0,""img/obj5.png"",""img/obj7.png"",0],[0,0,0,""img/obj10.png"",0],[0,0,0,0,""img/obj4.png""]]","","","","","","","","","","",""
"vsl-grid-scene-snap","26","75375","0.0-4.0-0.0-22.0","","","[[0,0,""img/obj11.png"",0,0],[0,""img/obj8.png"",0,0,0],[0,""img/obj5.png"",""img/obj7.png"",0,0],[0,0,""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","27","78395","0.0-4.0-0.0-23.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj10.png"",0,0],[0,0,""img/obj7.png"",""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","28","81398","0.0-4.0-0.0-24.0","","","[[0,0,""img/obj12.png"",0,0],[0,""img/obj3.png"",0,0,0],[""img/obj1.png"",""img/obj11.png"",0,0,0],[""img/obj8.png"",0,0,0,0],[0,""img/obj7.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","29","84421","0.0-4.0-0.0-25.0","","","[[0,""img/obj5.png"",0,0,0],[0,""img/obj6.png"",""img/obj10.png"",0,0],[0,0,""img/obj9.png"",""img/obj4.png"",0],[0,""img/obj2.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","30","87444","0.0-4.0-0.0-26.0","","","[[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj11.png"",0],[0,0,""img/obj8.png"",""img/obj4.png"",0],[0,0,0,""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","31","90468","0.0-4.0-0.0-27.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",0,0,0],[0,0,""img/obj9.png"",""img/obj12.png"",0],[0,""img/obj2.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","32","93485","0.0-4.0-0.0-28.0","","","[[0,0,0,""img/obj12.png"",""img/obj11.png""],[0,0,""img/obj3.png"",""img/obj8.png"",0],[0,""img/obj1.png"",0,0,""img/obj7.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","33","96513","0.0-4.0-0.0-29.0","","","[[0,0,0,0,0],[0,0,0,""img/obj6.png"",""img/obj12.png""],[0,0,0,""img/obj3.png"",""img/obj9.png""],[0,0,""img/obj1.png"",""img/obj2.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","34","99534","0.0-4.0-0.0-30.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",""img/obj12.png"",0,0],[0,""img/obj3.png"",""img/obj9.png"",0,0],[""img/obj1.png"",""img/obj2.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","35","102554","0.0-4.0-0.0-31.0","","","[[0,0,0,0,0],[0,0,""img/obj11.png"",0,0],[""img/obj5.png"",""img/obj8.png"",0,0,0],[0,""img/obj10.png"",""img/obj7.png"",0,0],[0,0,""img/obj4.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","36","105566","0.0-4.0-0.0-32.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",0],[0,""img/obj6.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj9.png"",0,0],[0,""img/obj2.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","37","108587","0.0-4.0-0.0-33.0","","","[[0,0,""img/obj6.png"",0,0],[0,0,0,""img/obj9.png"",0],[0,0,""img/obj2.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",0,0],[0,""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","38","111597","0.0-4.0-0.0-34.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj5.png"",0,0,""img/obj11.png""],[0,0,""img/obj10.png"",""img/obj8.png"",0],[0,0,0,""img/obj4.png"",""img/obj7.png""]]","","","","","","","","","","",""
"vsl-grid-scene-snap","39","114621","0.0-4.0-0.0-35.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj11.png"",0],[0,""img/obj1.png"",""img/obj8.png"",0,0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","40","117630","0.0-4.0-0.0-36.0","","","[[0,0,0,""img/obj11.png"",0],[0,""img/obj5.png"",""img/obj8.png"",0,0],[0,0,""img/obj10.png"",""img/obj7.png"",0],[0,0,0,""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","41","120645","0.0-4.0-0.0-37.0","","","[[0,0,0,0,0],[""img/obj5.png"",0,0,""img/obj12.png"",0],[0,""img/obj10.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj4.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","42","123652","0.0-4.0-0.0-38.0","","","[[0,0,0,0,0],[""img/obj5.png"",""img/obj11.png"",0,0,0],[""img/obj8.png"",""img/obj10.png"",0,0,0],[0,""img/obj7.png"",""img/obj4.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","43","126667","0.0-4.0-0.0-39.0","","","[[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj6.png"",0],[0,0,0,""img/obj4.png"",""img/obj9.png""],[0,0,0,""img/obj2.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","44","129685","0.0-4.0-0.0-40.0","","","[[0,0,0,0,0],[""img/obj5.png"",0,0,""img/obj11.png"",0],[0,""img/obj10.png"",""img/obj8.png"",0,0],[0,0,""img/obj4.png"",""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","45","132707","0.0-4.0-0.0-41.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",0],[0,""img/obj5.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","46","135724","0.0-4.0-0.0-42.0","","","[[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj4.png"",0],[0,""img/obj1.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","47","138741","0.0-4.0-0.0-43.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",""img/obj6.png"",0,0],[0,0,""img/obj10.png"",""img/obj9.png"",0],[0,0,""img/obj2.png"",""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","48","141774","0.0-4.0-0.0-44.0","","","[[0,0,0,0,0],[0,0,""img/obj5.png"",0,0],[0,0,""img/obj6.png"",""img/obj10.png"",0],[0,0,0,""img/obj9.png"",""img/obj4.png""],[0,0,""img/obj2.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","49","144787","0.0-4.0-0.0-45.0","","","[[0,0,0,""img/obj12.png"",0],[0,0,""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj11.png"",0,0],[0,""img/obj8.png"",0,0,0],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","50","147805","0.0-4.0-0.0-46.0","","","[[0,0,0,""img/obj12.png"",0],[0,""img/obj11.png"",""img/obj3.png"",0,0],[""img/obj8.png"",""img/obj1.png"",0,0,0],[0,""img/obj7.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","51","150821","0.0-4.0-0.0-47.0","","","[[0,0,""img/obj5.png"",0,0],[0,0,0,""img/obj10.png"",""img/obj12.png""],[0,0,0,""img/obj3.png"",""img/obj4.png""],[0,0,""img/obj1.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene","52","154837","0.0-4.0-1.0-0.0-0.0","","null","","null","","","","","","","","","",""
"vsl-grid-scene","53","157117","0.0-4.0-1.0-0.1-0.1","","2277",""," ","","","","","","","","","",""
"html-keyboard-response","54","158125","0.0-4.0-1.0-1.0","","null"," ","null","","","","","","","","","",""
"vsl-grid-scene-snap","55","160138","0.0-4.0-2.0-0.0","","","[[0,0,0,0,0],[""img/obj6.png"",0,0,0,0],[""img/obj5.png"",""img/obj9.png"",0,0,0],[""img/obj2.png"",""img/obj10.png"",0,0,0],[0,0,""img/obj4.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","56","163161","0.0-4.0-2.0-1.0","","","[[""img/obj5.png"",0,0,0,0],[0,""img/obj10.png"",0,0,0],[0,""img/obj6.png"",""img/obj4.png"",0,0],[0,0,""img/obj9.png"",0,0],[0,""img/obj2.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","57","167149","0.0-4.0-2.0-2.0","","","[[0,0,0,0,0],[0,0,""img/obj11.png"",""img/obj12.png"",0],[0,""img/obj8.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","58","171153","0.0-4.0-2.0-3.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",0,0,""img/obj12.png""],[0,0,""img/obj9.png"",""img/obj3.png"",0],[0,""img/obj2.png"",""img/obj1.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","59","174170","0.0-4.0-2.0-4.0","","","[[0,0,0,0,0],[0,0,""img/obj5.png"",""img/obj11.png"",0],[0,0,""img/obj8.png"",""img/obj10.png"",0],[0,0,0,""img/obj7.png"",""img/obj4.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","60","177197","0.0-4.0-2.0-5.0","","","[[0,0,0,0,0],[0,0,0,""img/obj11.png"",""img/obj12.png""],[0,0,""img/obj8.png"",""img/obj3.png"",0],[0,0,""img/obj1.png"",""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","61","180215","0.0-4.0-2.0-6.0","","","[[0,0,0,0,""img/obj12.png""],[0,0,0,""img/obj3.png"",0],[0,0,""img/obj1.png"",""img/obj11.png"",0],[0,0,""img/obj8.png"",0,0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","62","183234","0.0-4.0-2.0-7.0","","","[[0,0,0,0,0],[0,0,0,0,""img/obj12.png""],[0,0,""img/obj11.png"",""img/obj3.png"",0],[0,""img/obj8.png"",""img/obj1.png"",0,0],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","63","186250","0.0-4.0-2.0-8.0","","","[[0,0,0,0,0],[""img/obj5.png"",""img/obj6.png"",0,0,0],[0,""img/obj10.png"",""img/obj9.png"",0,0],[0,""img/obj2.png"",""img/obj4.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","64","189263","0.0-4.0-2.0-9.0","","","[[0,0,""img/obj6.png"",0,0],[0,0,""img/obj11.png"",""img/obj9.png"",0],[0,""img/obj8.png"",""img/obj2.png"",0,0],[0,0,""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","65","192274","0.0-4.0-2.0-10.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj5.png"",0,0,""img/obj12.png""],[0,0,""img/obj10.png"",""img/obj3.png"",0],[0,0,""img/obj1.png"",""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","66","195290","0.0-4.0-2.0-11.0","","","[[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",0,0],[0,0,""img/obj6.png"",""img/obj4.png"",0],[0,0,0,""img/obj9.png"",0],[0,0,""img/obj2.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","67","198303","0.0-4.0-2.0-12.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",0,0,""img/obj12.png""],[0,0,""img/obj10.png"",""img/obj3.png"",0],[0,0,""img/obj1.png"",""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","68","201321","0.0-4.0-2.0-13.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",""img/obj12.png"",0,0],[0,""img/obj3.png"",""img/obj10.png"",0,0],[""img/obj1.png"",0,0,""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","69","204336","0.0-4.0-2.0-14.0","","","[[0,0,0,0,0],[""img/obj6.png"",0,0,0,0],[0,""img/obj9.png"",""img/obj11.png"",0,0],[""img/obj2.png"",""img/obj8.png"",0,0,0],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","70","207357","0.0-4.0-2.0-15.0","","","[[0,""img/obj6.png"",0,0,0],[0,0,""img/obj9.png"",0,0],[0,""img/obj2.png"",""img/obj12.png"",0,0],[0,""img/obj3.png"",0,0,0],[""img/obj1.png"",0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","71","210371","0.0-4.0-2.0-16.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj11.png"",0],[0,0,""img/obj8.png"",""img/obj4.png"",0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","72","213391","0.0-4.0-2.0-17.0","","","[[0,0,""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj6.png"",0,0],[0,0,""img/obj7.png"",""img/obj9.png"",0],[0,0,""img/obj2.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","73","216402","0.0-4.0-2.0-18.0","","","[[0,""img/obj6.png"",""img/obj5.png"",0,0],[0,0,""img/obj9.png"",""img/obj10.png"",0],[0,""img/obj2.png"",0,0,""img/obj4.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","74","219410","0.0-4.0-2.0-19.0","","","[[0,0,""img/obj11.png"",""img/obj12.png"",0],[0,""img/obj8.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj7.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","75","222426","0.0-4.0-2.0-20.0","","","[[0,0,""img/obj6.png"",0,0],[0,0,0,""img/obj9.png"",""img/obj12.png""],[0,0,""img/obj2.png"",""img/obj3.png"",0],[0,0,""img/obj1.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","76","225431","0.0-4.0-2.0-21.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",0,0,0],[0,0,""img/obj9.png"",""img/obj11.png"",0],[0,""img/obj2.png"",""img/obj8.png"",0,0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","77","228462","0.0-4.0-2.0-22.0","","","[[0,0,""img/obj6.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj9.png"",0],[0,""img/obj1.png"",""img/obj2.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","78","231479","0.0-4.0-2.0-23.0","","","[[0,0,""img/obj5.png"",0,0],[0,0,0,""img/obj10.png"",""img/obj11.png""],[0,0,0,""img/obj8.png"",""img/obj4.png""],[0,0,0,0,""img/obj7.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","79","234494","0.0-4.0-2.0-24.0","","","[[0,0,""img/obj12.png"",""img/obj11.png"",0],[0,""img/obj3.png"",""img/obj8.png"",0,0],[""img/obj1.png"",0,0,""img/obj7.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","80","237500","0.0-4.0-2.0-25.0","","","[[0,0,0,0,0],[0,0,""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj6.png"",0,0],[0,0,""img/obj7.png"",""img/obj9.png"",0],[0,0,""img/obj2.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","81","240507","0.0-4.0-2.0-26.0","","","[[0,0,0,0,0],[0,0,0,""img/obj11.png"",0],[0,""img/obj6.png"",""img/obj8.png"",0,0],[0,0,""img/obj9.png"",""img/obj7.png"",0],[0,""img/obj2.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","82","243527","0.0-4.0-2.0-27.0","","","[[0,0,0,0,0],[0,0,""img/obj12.png"",""img/obj11.png"",0],[0,""img/obj3.png"",""img/obj8.png"",0,0],[""img/obj1.png"",0,0,""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","83","246532","0.0-4.0-2.0-28.0","","","[[0,0,0,0,0],[0,0,""img/obj5.png"",""img/obj6.png"",0],[0,0,0,""img/obj10.png"",""img/obj9.png""],[0,0,0,""img/obj2.png"",""img/obj4.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","84","249553","0.0-4.0-2.0-29.0","","","[[""img/obj6.png"",""img/obj5.png"",0,0,0],[0,""img/obj9.png"",""img/obj10.png"",0,0],[""img/obj2.png"",0,0,""img/obj4.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","85","252563","0.0-4.0-2.0-30.0","","","[[0,0,0,0,0],[0,0,0,0,0],[""img/obj6.png"",0,0,""img/obj12.png"",0],[0,""img/obj9.png"",""img/obj3.png"",0,0],[""img/obj2.png"",""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","86","255581","0.0-4.0-2.0-31.0","","","[[0,0,0,""img/obj12.png"",0],[0,""img/obj6.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj9.png"",0,0],[0,""img/obj2.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","87","258600","0.0-4.0-2.0-32.0","","","[[0,0,0,""img/obj6.png"",0],[0,0,0,""img/obj12.png"",""img/obj9.png""],[0,0,""img/obj3.png"",""img/obj2.png"",0],[0,""img/obj1.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","88","261614","0.0-4.0-2.0-33.0","","","[[0,0,0,0,0],[0,0,""img/obj12.png"",0,0],[0,""img/obj3.png"",""img/obj11.png"",0,0],[""img/obj1.png"",""img/obj8.png"",0,0,0],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","89","264624","0.0-4.0-2.0-34.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",0],[0,""img/obj11.png"",""img/obj3.png"",0,0],[""img/obj8.png"",""img/obj1.png"",0,0,0],[0,""img/obj7.png"",0,0,0]]","","","","","","","","","","",""
