"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","button_pressed","responses","key_press","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","randomID","subject","image_switchboard","scene_order"
"","vsl-grid-scene-snap","44","166836","0.0-4.0-0.0-40.0","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj11.png"",""img/obj8.png"",0,0],[0,0,""img/obj7.png"",""img/obj3.png"",0],[0,0,""img/obj4.png"",""img/obj12.png"",0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","45","169848","0.0-4.0-0.0-41.0","","[[0,""img/obj10.png"",0,0,0],[""img/obj5.png"",""img/obj11.png"",0,0,0],[0,""img/obj6.png"",""img/obj7.png"",0,0],[0,0,0,""img/obj12.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","46","172871","0.0-4.0-0.0-42.0","","[[0,""img/obj8.png"",""img/obj2.png"",0,0],[0,""img/obj1.png"",""img/obj3.png"",0,0],[""img/obj9.png"",""img/obj4.png"",0,0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","47","175894","0.0-4.0-0.0-43.0","","[[0,0,""img/obj10.png"",0,0],[0,""img/obj5.png"",0,0,0],[0,""img/obj11.png"",""img/obj6.png"",0,0],[0,0,""img/obj7.png"",0,0],[0,0,0,""img/obj12.png"",0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","48","178920","0.0-4.0-0.0-44.0","","[[0,0,0,0,0],[""img/obj8.png"",""img/obj10.png"",0,0,0],[""img/obj5.png"",""img/obj3.png"",0,0,0],[""img/obj4.png"",""img/obj6.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","49","181931","0.0-4.0-0.0-45.0","","[[0,0,0,""img/obj8.png"",0],[0,0,0,0,""img/obj3.png""],[0,0,0,""img/obj4.png"",""img/obj2.png""],[0,0,0,""img/obj1.png"",0],[0,0,""img/obj9.png"",0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","50","184949","0.0-4.0-0.0-46.0","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj10.png"",""img/obj2.png"",0],[0,""img/obj5.png"",""img/obj1.png"",0,0],[0,""img/obj9.png"",""img/obj6.png"",0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","51","187976","0.0-4.0-0.0-47.0","","[[""img/obj11.png"",""img/obj10.png"",0,0,0],[""img/obj5.png"",""img/obj7.png"",0,0,0],[0,""img/obj6.png"",""img/obj12.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-attention-check","52","191991","0.0-4.0-1.0-0.0-0.0","null","[[0,0,0,0,0],[0,""img/square.png"",0,0,""img/square.png""],[""img/square.png"",0,""img/attention.png"",0,0],[""img/square.png"",0,0,0,""img/square.png""],[0,0,0,0,0]]","","","null","","","","","","","","","","",""
"","vsl-grid-attention-check","53","195002","0.0-4.0-1.0-0.1-0.1","null","[[0,0,0,0,""img/square.png""],[0,0,0,0,0],[0,0,""img/attention.png"",""img/square.png"",0],[0,0,0,0,0],[""img/square.png"",""img/square.png"",""img/square.png"",0,0]]","","","null","","","","","","","","","","",""
"","vsl-grid-attention-check","54","195384","0.0-4.0-1.0-0.2-0.2","377.80000000074506","[[0,0,""img/square.png"",0,0],[0,0,""img/square.png"",0,0],[0,0,""img/attention.png"",""img/square.png"",0],[0,""img/square.png"",0,0,0],[0,0,0,0,""img/square.png""]]","","","32","","","","","","","","","","",""
"","html-keyboard-response","55","196390","0.0-4.0-1.0-1.0","null"," ","","","null","","","","","","","","","","",""
"","vsl-grid-scene-snap","56","198397","0.0-4.0-2.0-0.0","","[[0,""img/obj11.png"",0,0,0],[0,0,""img/obj7.png"",""img/obj10.png"",0],[0,0,""img/obj5.png"",""img/obj12.png"",0],[0,0,0,""img/obj6.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","57","201420","0.0-4.0-2.0-1.0","","[[0,0,0,0,0],[0,0,""img/obj10.png"",""img/obj2.png"",0],[0,""img/obj5.png"",""img/obj1.png"",0,0],[0,""img/obj9.png"",""img/obj6.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","58","204438","0.0-4.0-2.0-2.0","","[[0,""img/obj11.png"",""img/obj10.png"",0,0],[0,""img/obj5.png"",""img/obj7.png"",0,0],[0,0,""img/obj6.png"",""img/obj12.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","59","207461","0.0-4.0-2.0-3.0","","[[0,0,0,0,0],[0,0,0,""img/obj8.png"",""img/obj10.png""],[0,0,0,""img/obj5.png"",""img/obj3.png""],[0,0,0,""img/obj4.png"",""img/obj6.png""],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","60","210486","0.0-4.0-2.0-4.0","","[[0,0,0,""img/obj2.png"",0],[0,""img/obj8.png"",""img/obj1.png"",0,0],[0,""img/obj9.png"",""img/obj3.png"",0,0],[0,""img/obj4.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","61","213510","0.0-4.0-2.0-5.0","","[[0,0,0,0,0],[0,0,0,0,0],[""img/obj11.png"",""img/obj10.png"",0,0,0],[""img/obj5.png"",""img/obj7.png"",0,0,0],[0,""img/obj6.png"",""img/obj12.png"",0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","62","216536","0.0-4.0-2.0-6.0","","[[""img/obj8.png"",0,0,0,0],[""img/obj11.png"",""img/obj3.png"",0,0,0],[""img/obj4.png"",""img/obj7.png"",0,0,0],[0,0,""img/obj12.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","63","219553","0.0-4.0-2.0-7.0","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj8.png"",""img/obj2.png"",0,0],[0,""img/obj1.png"",""img/obj3.png"",0,0],[""img/obj9.png"",""img/obj4.png"",0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","64","222566","0.0-4.0-2.0-8.0","","[[0,0,0,0,0],[0,0,""img/obj8.png"",""img/obj2.png"",0],[0,0,""img/obj1.png"",""img/obj3.png"",0],[0,""img/obj9.png"",""img/obj4.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","65","225595","0.0-4.0-2.0-9.0","","[[0,0,""img/obj11.png"",""img/obj2.png"",0],[0,0,""img/obj1.png"",""img/obj7.png"",0],[0,""img/obj9.png"",0,0,""img/obj12.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","66","228621","0.0-4.0-2.0-10.0","","[[0,0,""img/obj11.png"",0,0],[0,0,0,""img/obj7.png"",0],[0,0,0,""img/obj8.png"",""img/obj12.png""],[0,0,0,0,""img/obj3.png""],[0,0,0,""img/obj4.png"",0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","67","231649","0.0-4.0-2.0-11.0","","[[0,0,0,""img/obj10.png"",0],[0,0,""img/obj5.png"",0,0],[0,0,""img/obj11.png"",""img/obj6.png"",0],[0,0,0,""img/obj7.png"",0],[0,0,0,0,""img/obj12.png""]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","68","234673","0.0-4.0-2.0-12.0","","[[0,0,0,""img/obj2.png"",0],[0,""img/obj10.png"",""img/obj1.png"",0,0],[""img/obj5.png"",""img/obj9.png"",0,0,0],[0,""img/obj6.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","69","237699","0.0-4.0-2.0-13.0","","[[0,0,0,0,0],[0,""img/obj11.png"",""img/obj10.png"",0,0],[0,""img/obj5.png"",""img/obj7.png"",0,0],[0,0,""img/obj6.png"",""img/obj12.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","70","240724","0.0-4.0-2.0-14.0","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj11.png"",""img/obj10.png"",0],[0,0,""img/obj5.png"",""img/obj7.png"",0],[0,0,0,""img/obj6.png"",""img/obj12.png""]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","71","243744","0.0-4.0-2.0-15.0","","[[""img/obj11.png"",0,0,""img/obj2.png"",0],[0,""img/obj7.png"",""img/obj1.png"",0,0],[0,""img/obj9.png"",""img/obj12.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","72","246764","0.0-4.0-2.0-16.0","","[[0,0,0,0,0],[0,0,0,0,""img/obj2.png""],[0,0,""img/obj10.png"",""img/obj1.png"",0],[0,""img/obj5.png"",""img/obj9.png"",0,0],[0,0,""img/obj6.png"",0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","73","249789","0.0-4.0-2.0-17.0","","[[0,0,""img/obj11.png"",""img/obj8.png"",0],[0,0,0,""img/obj7.png"",""img/obj3.png""],[0,0,0,""img/obj4.png"",""img/obj12.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","74","252816","0.0-4.0-2.0-18.0","","[[0,0,0,0,0],[0,0,0,""img/obj10.png"",""img/obj2.png""],[0,0,""img/obj5.png"",""img/obj1.png"",0],[0,0,""img/obj9.png"",""img/obj6.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","75","255836","0.0-4.0-2.0-19.0","","[[0,0,0,0,0],[0,""img/obj11.png"",""img/obj2.png"",0,0],[0,""img/obj1.png"",""img/obj7.png"",0,0],[""img/obj9.png"",0,0,""img/obj12.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","76","258855","0.0-4.0-2.0-20.0","","[[""img/obj11.png"",0,0,0,0],[0,""img/obj7.png"",""img/obj2.png"",0,0],[0,""img/obj1.png"",""img/obj12.png"",0,0],[""img/obj9.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","77","261876","0.0-4.0-2.0-21.0","","[[0,0,0,0,0],[0,0,0,0,0],[""img/obj8.png"",""img/obj10.png"",0,0,0],[""img/obj5.png"",""img/obj3.png"",0,0,0],[""img/obj4.png"",""img/obj6.png"",0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","78","264890","0.0-4.0-2.0-22.0","","[[0,0,0,0,0],[0,0,0,0,""img/obj2.png""],[0,0,""img/obj8.png"",""img/obj1.png"",0],[0,0,""img/obj9.png"",""img/obj3.png"",0],[0,0,""img/obj4.png"",0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","79","267907","0.0-4.0-2.0-23.0","","[[0,0,0,0,0],[0,""img/obj10.png"",0,0,0],[""img/obj5.png"",""img/obj11.png"",0,0,0],[0,""img/obj6.png"",""img/obj7.png"",0,0],[0,0,0,""img/obj12.png"",0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","80","270933","0.0-4.0-2.0-24.0","","[[0,0,0,0,0],[""img/obj8.png"",0,0,0,0],[""img/obj11.png"",""img/obj3.png"",0,0,0],[""img/obj4.png"",""img/obj7.png"",0,0,0],[0,0,""img/obj12.png"",0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","81","273953","0.0-4.0-2.0-25.0","","[[0,0,0,""img/obj10.png"",""img/obj2.png""],[0,0,""img/obj5.png"",""img/obj1.png"",0],[0,0,""img/obj9.png"",""img/obj6.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","82","276971","0.0-4.0-2.0-26.0","","[[0,0,0,0,0],[0,""img/obj11.png"",""img/obj8.png"",0,0],[0,0,""img/obj7.png"",""img/obj3.png"",0],[0,0,""img/obj4.png"",""img/obj12.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","83","279997","0.0-4.0-2.0-27.0","","[[0,0,0,0,0],[0,0,""img/obj2.png"",0,0],[""img/obj11.png"",""img/obj1.png"",0,0,0],[""img/obj9.png"",""img/obj7.png"",0,0,0],[0,0,""img/obj12.png"",0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","84","283023","0.0-4.0-2.0-28.0","","[[0,""img/obj8.png"",0,0,0],[0,0,""img/obj3.png"",0,0],[0,""img/obj4.png"",""img/obj2.png"",0,0],[0,""img/obj1.png"",0,0,0],[""img/obj9.png"",0,0,0,0]]","","","","","","","","","","","","","",""
"","vsl-grid-scene-snap","85","286047","0.0-4.0-2.0-29.0","","[[0,0,""img/obj11.png"",""img/obj10.png"",0],[0,0,""img/obj5.png"",""img/obj7.png"",0],[0,0,0,""img/obj6.png"",""img/obj12.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
