"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","viewport_dims","stimulus","response","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","randomID","subject","image_switchboard","scene_order"
"","","vsl-grid-scene-snap","44","202948","0.0-6.0-0.0-38.0","{""width"":2048,""height"":898}","[[0,0,""img/obj3.png"",0,0],[0,0,0,""img/obj4.png"",0],[0,0,""img/obj7.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",0,0],[0,""img/obj11.png"",0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","45","206717","0.0-6.0-0.0-39.0","{""width"":2048,""height"":898}","[[0,0,0,""img/obj3.png"",0],[0,0,0,""img/obj2.png"",""img/obj4.png""],[0,0,""img/obj8.png"",""img/obj7.png"",0],[0,""img/obj11.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","46","211294","0.0-6.0-0.0-40.0","{""width"":2048,""height"":898}","[[0,""img/obj3.png"",0,0,0],[0,0,""img/obj4.png"",0,0],[0,""img/obj7.png"",""img/obj2.png"",0,0],[0,""img/obj8.png"",0,0,0],[""img/obj11.png"",0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","47","216000","0.0-6.0-0.0-41.0","{""width"":2048,""height"":898}","[[0,""img/obj12.png"",0,0,0],[0,""img/obj3.png"",""img/obj1.png"",0,0],[0,0,""img/obj4.png"",""img/obj5.png"",0],[0,""img/obj7.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","48","220017","0.0-6.0-0.0-42.0","{""width"":2048,""height"":898}","[[0,0,""img/obj12.png"",0,0],[0,0,0,""img/obj1.png"",0],[0,0,0,""img/obj3.png"",""img/obj5.png""],[0,0,0,0,""img/obj4.png""],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","49","224999","0.0-6.0-0.0-43.0","{""width"":2048,""height"":898}","[[0,0,0,""img/obj3.png"",0],[0,0,0,0,""img/obj4.png""],[0,0,0,""img/obj7.png"",""img/obj2.png""],[0,0,0,""img/obj8.png"",0],[0,0,""img/obj11.png"",0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","50","229999","0.0-6.0-0.0-44.0","{""width"":2048,""height"":898}","[[0,0,""img/obj3.png"",0,0],[0,0,0,""img/obj4.png"",""img/obj2.png""],[0,0,""img/obj7.png"",""img/obj8.png"",0],[0,0,""img/obj11.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","51","235000","0.0-6.0-0.0-45.0","{""width"":2048,""height"":898}","[[0,0,0,""img/obj2.png"",0],[0,""img/obj6.png"",""img/obj8.png"",0,0],[""img/obj9.png"",""img/obj11.png"",0,0,0],[0,""img/obj10.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","52","239999","0.0-6.0-0.0-46.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,""img/obj3.png"",0,0,0],[0,0,""img/obj4.png"",""img/obj6.png"",0],[0,""img/obj7.png"",""img/obj9.png"",0,0],[0,0,0,""img/obj10.png"",0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","53","243999","0.0-6.0-0.0-47.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,0,""img/obj3.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",""img/obj4.png"",0],[0,""img/obj11.png"",""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","null","vsl-grid-scene","54","250000","0.0-6.0-1.0-0.0-0.0","{""width"":2048,""height"":898}","","null","","","","","","","","","","",""
"","null","vsl-grid-scene","55","253999","0.0-6.0-1.0-0.1-0.1","{""width"":2048,""height"":898}","","null","","","","","","","","","","",""
"","null","vsl-grid-scene","56","257999","0.0-6.0-1.0-0.2-0.2","{""width"":2048,""height"":898}","","null","","","","","","","","","","",""
"","null","vsl-grid-scene","57","261325","0.0-6.0-1.0-0.3-0.3","{""width"":2048,""height"":898}","","null","","","","","","","","","","",""
"","null","vsl-grid-scene","58","265541","0.0-6.0-1.0-0.4-0.4","{""width"":2048,""height"":898}","","null","","","","","","","","","","",""
"","3835","vsl-grid-scene","59","269377","0.0-6.0-1.0-0.5-0.5","{""width"":2048,""height"":898}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","60","271141","0.0-6.0-1.0-1.0","{""width"":2048,""height"":898}"," ","null","","","","","","","","","","",""
"","","vsl-grid-scene-snap","61","273726","0.0-6.0-2.0-0.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,0,0,""img/obj6.png"",0],[0,0,""img/obj9.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",""img/obj10.png"",0],[0,""img/obj11.png"",0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","62","277577","0.0-6.0-2.0-1.0","{""width"":2048,""height"":898}","[[0,""img/obj12.png"",""img/obj6.png"",0,0],[0,""img/obj9.png"",""img/obj1.png"",0,0],[0,0,""img/obj10.png"",""img/obj5.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","63","281804","0.0-6.0-2.0-2.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,0,""img/obj6.png"",0,0],[0,""img/obj9.png"",""img/obj12.png"",0,0],[0,0,""img/obj10.png"",""img/obj1.png"",0],[0,0,0,0,""img/obj5.png""]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","64","286151","0.0-6.0-2.0-3.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,""img/obj3.png"",""img/obj2.png"",0,0],[0,""img/obj8.png"",""img/obj4.png"",0,0],[""img/obj11.png"",""img/obj7.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","65","290515","0.0-6.0-2.0-4.0","{""width"":2048,""height"":898}","[[0,0,""img/obj2.png"",0,0],[0,""img/obj8.png"",0,0,0],[""img/obj11.png"",""img/obj6.png"",0,0,0],[""img/obj9.png"",0,0,0,0],[0,""img/obj10.png"",0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","66","294607","0.0-6.0-2.0-5.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj6.png"",""img/obj2.png"",0],[0,""img/obj9.png"",""img/obj8.png"",0,0],[0,""img/obj11.png"",""img/obj10.png"",0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","67","298438","0.0-6.0-2.0-6.0","{""width"":2048,""height"":898}","[[0,0,0,0,""img/obj2.png""],[0,0,""img/obj6.png"",""img/obj8.png"",0],[0,""img/obj9.png"",""img/obj11.png"",0,0],[0,0,""img/obj10.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","68","302545","0.0-6.0-2.0-7.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,0,""img/obj3.png"",0,0],[0,0,""img/obj2.png"",""img/obj4.png"",0],[0,""img/obj8.png"",""img/obj7.png"",0,0],[""img/obj11.png"",0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","69","306667","0.0-6.0-2.0-8.0","{""width"":2048,""height"":898}","[[0,0,0,""img/obj2.png"",0],[0,0,""img/obj8.png"",0,0],[0,""img/obj11.png"",""img/obj6.png"",0,0],[0,""img/obj9.png"",0,0,0],[0,0,""img/obj10.png"",0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","70","310927","0.0-6.0-2.0-9.0","{""width"":2048,""height"":898}","[[""img/obj3.png"",""img/obj12.png"",0,0,0],[0,""img/obj4.png"",""img/obj1.png"",0,0],[""img/obj7.png"",0,0,""img/obj5.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","71","315013","0.0-6.0-2.0-10.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,0,""img/obj12.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",""img/obj1.png"",0],[0,""img/obj11.png"",0,0,""img/obj5.png""],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","72","320000","0.0-6.0-2.0-11.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,""img/obj12.png"",0,0,0],[0,0,""img/obj1.png"",""img/obj6.png"",0],[0,0,""img/obj9.png"",""img/obj5.png"",0],[0,0,0,""img/obj10.png"",0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","73","324000","0.0-6.0-2.0-12.0","{""width"":2048,""height"":898}","[[0,0,0,""img/obj6.png"",0],[0,""img/obj3.png"",""img/obj9.png"",0,0],[0,0,""img/obj4.png"",""img/obj10.png"",0],[0,""img/obj7.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","74","328999","0.0-6.0-2.0-13.0","{""width"":2048,""height"":898}","[[0,""img/obj12.png"",0,0,0],[0,0,""img/obj1.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",""img/obj5.png"",0],[0,""img/obj11.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","75","333253","0.0-6.0-2.0-14.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,""img/obj12.png"",0,0,0],[0,0,""img/obj1.png"",""img/obj3.png"",0],[0,0,0,""img/obj5.png"",""img/obj4.png""],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","76","338000","0.0-6.0-2.0-15.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,""img/obj12.png"",0,0,0],[0,0,""img/obj1.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",""img/obj5.png"",0],[0,""img/obj11.png"",0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","77","343000","0.0-6.0-2.0-16.0","{""width"":2048,""height"":898}","[[0,0,""img/obj3.png"",0,0],[0,0,""img/obj2.png"",""img/obj4.png"",0],[0,""img/obj8.png"",""img/obj7.png"",0,0],[""img/obj11.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","78","348000","0.0-6.0-2.0-17.0","{""width"":2048,""height"":898}","[[0,""img/obj3.png"",0,0,0],[0,""img/obj12.png"",""img/obj4.png"",0,0],[0,""img/obj7.png"",""img/obj1.png"",0,0],[0,0,0,""img/obj5.png"",0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","79","352017","0.0-6.0-2.0-18.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,0,""img/obj3.png"",0,0],[0,0,0,""img/obj4.png"",""img/obj2.png""],[0,0,""img/obj7.png"",""img/obj8.png"",0],[0,0,""img/obj11.png"",0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","80","357000","0.0-6.0-2.0-19.0","{""width"":2048,""height"":898}","[[0,0,""img/obj2.png"",0,0],[""img/obj3.png"",""img/obj8.png"",0,0,0],[""img/obj11.png"",""img/obj4.png"",0,0,0],[""img/obj7.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","81","361294","0.0-6.0-2.0-20.0","{""width"":2048,""height"":898}","[[0,0,""img/obj6.png"",""img/obj2.png"",0],[0,""img/obj9.png"",""img/obj8.png"",0,0],[0,""img/obj11.png"",""img/obj10.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","82","366000","0.0-6.0-2.0-21.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[0,""img/obj12.png"",0,0,""img/obj2.png""],[0,0,""img/obj1.png"",""img/obj8.png"",0],[0,0,""img/obj11.png"",""img/obj5.png"",0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","83","370022","0.0-6.0-2.0-22.0","{""width"":2048,""height"":898}","[[0,0,0,0,0],[""img/obj3.png"",0,0,0,0],[0,""img/obj4.png"",""img/obj6.png"",0,0],[""img/obj7.png"",""img/obj9.png"",0,0,0],[0,0,""img/obj10.png"",0,0]]","","","","","","","","","","","",""
