### Experiment Data ###
"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","viewport_dims","stimulus","response","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","randomID","subject","image_switchboard","scene_order"
"","null","html-keyboard-response","66","231918","0.0-9.0-44.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>76","null","","","","","","","","","","",""
"","null","html-keyboard-response","67","233930","0.0-9.0-45.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>75","null","","","","","","","","","","",""
"","null","html-keyboard-response","68","235918","0.0-9.0-46.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>74","null","","","","","","","","","","",""
"","null","html-keyboard-response","69","237917","0.0-9.0-47.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>73","null","","","","","","","","","","",""
"","null","html-keyboard-response","70","238953","0.0-9.0-48.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>72","null","","","","","","","","","","",""
"","null","html-keyboard-response","71","240931","0.0-9.0-49.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>71","null","","","","","","","","","","",""
"","null","html-keyboard-response","72","242937","0.0-9.0-50.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>70","null","","","","","","","","","","",""
"","null","html-keyboard-response","73","244917","0.0-9.0-51.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>69","null","","","","","","","","","","",""
"","null","html-keyboard-response","74","246569","0.0-9.0-52.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>68","null","","","","","","","","","","",""
"","null","html-keyboard-response","75","247959","0.0-9.0-53.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>67","null","","","","","","","","","","",""
"","null","html-keyboard-response","76","249916","0.0-9.0-54.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>66","null","","","","","","","","","","",""
"","null","html-keyboard-response","77","250950","0.0-9.0-55.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>65","null","","","","","","","","","","",""
"","null","html-keyboard-response","78","252923","0.0-9.0-56.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>64","null","","","","","","","","","","",""
"","null","html-keyboard-response","79","253957","0.0-9.0-57.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>63","null","","","","","","","","","","",""
"","null","html-keyboard-response","80","255940","0.0-9.0-58.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>62","null","","","","","","","","","","",""
"","null","html-keyboard-response","81","258592","0.0-9.0-59.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>61","null","","","","","","","","","","",""
"","null","html-keyboard-response","82","259960","0.0-9.0-60.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>60","null","","","","","","","","","","",""
"","null","html-keyboard-response","83","261923","0.0-9.0-61.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>59","null","","","","","","","","","","",""
"","null","html-keyboard-response","84","263926","0.0-9.0-62.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>58","null","","","","","","","","","","",""
"","null","html-keyboard-response","85","265925","0.0-9.0-63.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>57","null","","","","","","","","","","",""
"","null","html-keyboard-response","86","267925","0.0-9.0-64.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>56","null","","","","","","","","","","",""
"","null","html-keyboard-response","87","269925","0.0-9.0-65.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>55","null","","","","","","","","","","",""
"","null","html-keyboard-response","88","271938","0.0-9.0-66.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>54","null","","","","","","","","","","",""
"","null","html-keyboard-response","89","273925","0.0-9.0-67.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>53","null","","","","","","","","","","",""
"","null","html-keyboard-response","90","276069","0.0-9.0-68.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>52","null","","","","","","","","","","",""
"","null","html-keyboard-response","91","278449","0.0-9.0-69.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>51","null","","","","","","","","","","",""
"","null","html-keyboard-response","92","279926","0.0-9.0-70.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>50","null","","","","","","","","","","",""
"","null","html-keyboard-response","93","281926","0.0-9.0-71.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>49","null","","","","","","","","","","",""
"","null","html-keyboard-response","94","283926","0.0-9.0-72.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>48","null","","","","","","","","","","",""
"","null","html-keyboard-response","95","285924","0.0-9.0-73.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>47","null","","","","","","","","","","",""
"","null","html-keyboard-response","96","287926","0.0-9.0-74.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>46","null","","","","","","","","","","",""
"","null","html-keyboard-response","97","289928","0.0-9.0-75.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>45","null","","","","","","","","","","",""
