### Experiment Data ###
"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","viewport_dims","stimulus","response","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","randomID","subject","image_switchboard","scene_order"
"","null","html-keyboard-response","24","73488","0.0-7.0-4.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>116","null","","","","","","","","","","",""
"","null","html-keyboard-response","25","75090","0.0-7.0-5.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>115","null","","","","","","","","","","",""
"","null","html-keyboard-response","26","76182","0.0-7.0-6.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>114","null","","","","","","","","","","",""
"","null","html-keyboard-response","27","77255","0.0-7.0-7.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>113","null","","","","","","","","","","",""
"","null","html-keyboard-response","28","78329","0.0-7.0-8.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>112","null","","","","","","","","","","",""
"","null","html-keyboard-response","29","79380","0.0-7.0-9.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>111","null","","","","","","","","","","",""
"","null","html-keyboard-response","30","80922","0.0-7.0-10.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>110","null","","","","","","","","","","",""
"","null","html-keyboard-response","31","82456","0.0-7.0-11.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>109","null","","","","","","","","","","",""
"","null","html-keyboard-response","32","83498","0.0-7.0-12.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>108","null","","","","","","","","","","",""
"","null","html-keyboard-response","33","84538","0.0-7.0-13.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>107","null","","","","","","","","","","",""
"","null","html-keyboard-response","34","85629","0.0-7.0-14.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>106","null","","","","","","","","","","",""
"","null","html-keyboard-response","35","86712","0.0-7.0-15.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>105","null","","","","","","","","","","",""
"","null","html-keyboard-response","36","87761","0.0-7.0-16.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>104","null","","","","","","","","","","",""
"","null","html-keyboard-response","37","88832","0.0-7.0-17.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>103","null","","","","","","","","","","",""
"","null","html-keyboard-response","38","89891","0.0-7.0-18.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>102","null","","","","","","","","","","",""
"","null","html-keyboard-response","39","90986","0.0-7.0-19.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>101","null","","","","","","","","","","",""
"","null","html-keyboard-response","40","92540","0.0-7.0-20.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>100","null","","","","","","","","","","",""
"","null","html-keyboard-response","41","93620","0.0-7.0-21.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>99","null","","","","","","","","","","",""
"","null","html-keyboard-response","42","94674","0.0-7.0-22.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>98","null","","","","","","","","","","",""
"","null","html-keyboard-response","43","95734","0.0-7.0-23.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>97","null","","","","","","","","","","",""
"","null","html-keyboard-response","44","96831","0.0-7.0-24.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>96","null","","","","","","","","","","",""
"","null","html-keyboard-response","45","97858","0.0-7.0-25.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>95","null","","","","","","","","","","",""
"","null","html-keyboard-response","46","99409","0.0-7.0-26.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>94","null","","","","","","","","","","",""
"","null","html-keyboard-response","47","100966","0.0-7.0-27.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>93","null","","","","","","","","","","",""
"","null","html-keyboard-response","48","102838","0.0-7.0-28.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>92","null","","","","","","","","","","",""
"","null","html-keyboard-response","49","104468","0.0-7.0-29.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>91","null","","","","","","","","","","",""
"","null","html-keyboard-response","50","106077","0.0-7.0-30.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>90","null","","","","","","","","","","",""
