"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","response"
"vsl-grid-scene-snap","28","90731","0.0-4.0-0.0-24.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj6.png"",""img/obj5.png"",0],[0,0,""img/obj7.png"",""img/obj2.png"",0],[0,""img/obj3.png"",""img/obj9.png"",0,0]]",""
"vsl-grid-scene-snap","29","93743","0.0-4.0-0.0-25.0","","","[[""img/obj4.png"",0,0,0,0],[0,""img/obj12.png"",""img/obj6.png"",0,0],[0,0,""img/obj8.png"",""img/obj2.png"",0],[0,0,""img/obj9.png"",0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","30","96762","0.0-4.0-0.0-26.0","","","[[0,0,0,0,0],[0,0,""img/obj1.png"",""img/obj5.png"",0],[0,""img/obj11.png"",""img/obj7.png"",0,0],[0,""img/obj3.png"",""img/obj10.png"",0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","31","99774","0.0-4.0-0.0-27.0","","","[[0,0,0,""img/obj5.png"",0],[0,""img/obj1.png"",""img/obj7.png"",0,0],[""img/obj11.png"",""img/obj3.png"",0,0,0],[0,""img/obj10.png"",0,0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","32","102793","0.0-4.0-0.0-28.0","","","[[0,0,0,0,0],[0,0,0,""img/obj1.png"",0],[0,""img/obj6.png"",""img/obj11.png"",0,0],[0,0,""img/obj2.png"",""img/obj10.png"",0],[0,""img/obj9.png"",0,0,0]]",""
"vsl-grid-scene-snap","33","105812","0.0-4.0-0.0-29.0","","","[[0,0,0,0,""img/obj5.png""],[0,0,""img/obj1.png"",""img/obj7.png"",0],[0,""img/obj11.png"",""img/obj3.png"",0,0],[0,0,""img/obj10.png"",0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","34","108821","0.0-4.0-0.0-30.0","","","[[""img/obj6.png"",""img/obj4.png"",0,0,0],[0,""img/obj2.png"",""img/obj12.png"",0,0],[""img/obj9.png"",0,0,""img/obj8.png"",0],[0,0,0,0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","35","111838","0.0-4.0-0.0-31.0","","","[[0,0,0,0,0],[0,0,0,""img/obj5.png"",0],[0,0,""img/obj7.png"",""img/obj1.png"",0],[0,""img/obj3.png"",""img/obj11.png"",0,0],[0,0,0,""img/obj10.png"",0]]",""
"vsl-grid-scene-snap","36","114846","0.0-4.0-0.0-32.0","","","[[0,0,""img/obj5.png"",0,0],[0,""img/obj7.png"",0,0,0],[""img/obj3.png"",""img/obj1.png"",0,0,0],[""img/obj11.png"",0,0,0,0],[0,""img/obj10.png"",0,0,0]]",""
"vsl-grid-scene-snap","37","117863","0.0-4.0-0.0-33.0","","","[[0,""img/obj4.png"",0,0,0],[0,0,""img/obj12.png"",""img/obj5.png"",0],[0,0,""img/obj7.png"",""img/obj8.png"",0],[0,""img/obj3.png"",0,0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","38","120878","0.0-4.0-0.0-34.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",0,0,0],[0,""img/obj4.png"",""img/obj2.png"",0,0],[0,""img/obj9.png"",""img/obj12.png"",0,0],[0,0,0,""img/obj8.png"",0]]",""
"vsl-grid-scene-snap","39","123893","0.0-4.0-0.0-35.0","","","[[0,0,0,0,0],[""img/obj4.png"",0,0,""img/obj1.png"",0],[0,""img/obj12.png"",""img/obj11.png"",0,0],[0,0,""img/obj8.png"",""img/obj10.png"",0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","40","126907","0.0-4.0-0.0-36.0","","","[[0,0,0,0,0],[0,0,""img/obj6.png"",0,0],[0,0,""img/obj1.png"",""img/obj2.png"",0],[0,""img/obj11.png"",""img/obj9.png"",0,0],[0,0,""img/obj10.png"",0,0]]",""
"vsl-grid-scene-snap","41","129920","0.0-4.0-0.0-37.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj1.png"",""img/obj5.png"",0],[0,""img/obj11.png"",""img/obj7.png"",0,0],[0,""img/obj3.png"",""img/obj10.png"",0,0]]",""
"vsl-grid-scene-snap","42","132932","0.0-4.0-0.0-38.0","","","[[0,0,0,0,0],[0,0,""img/obj5.png"",0,0],[0,""img/obj7.png"",""img/obj1.png"",0,0],[""img/obj3.png"",""img/obj11.png"",0,0,0],[0,0,""img/obj10.png"",0,0]]",""
"vsl-grid-scene-snap","43","135959","0.0-4.0-0.0-39.0","","","[[0,0,0,0,0],[0,0,""img/obj6.png"",""img/obj5.png"",0],[0,0,""img/obj7.png"",""img/obj2.png"",0],[0,""img/obj3.png"",""img/obj9.png"",0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","44","138964","0.0-4.0-0.0-40.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",0,0,""img/obj5.png""],[0,0,""img/obj2.png"",""img/obj7.png"",0],[0,""img/obj9.png"",""img/obj3.png"",0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","45","141979","0.0-4.0-0.0-41.0","","","[[0,0,0,0,0],[0,""img/obj4.png"",""img/obj6.png"",0,0],[0,0,""img/obj12.png"",""img/obj2.png"",0],[0,0,""img/obj9.png"",""img/obj8.png"",0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","46","144993","0.0-4.0-0.0-42.0","","","[[0,0,0,""img/obj5.png"",""img/obj1.png""],[0,0,""img/obj7.png"",""img/obj11.png"",0],[0,""img/obj3.png"",0,0,""img/obj10.png""],[0,0,0,0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","47","148029","0.0-4.0-0.0-43.0","","","[[""img/obj4.png"",0,0,0,0],[0,""img/obj12.png"",0,0,0],[0,""img/obj6.png"",""img/obj8.png"",0,0],[0,0,""img/obj2.png"",0,0],[0,""img/obj9.png"",0,0,0]]",""
"vsl-grid-scene-snap","48","151043","0.0-4.0-0.0-44.0","","","[[0,0,0,0,0],[""img/obj4.png"",0,0,""img/obj5.png"",0],[0,""img/obj12.png"",""img/obj7.png"",0,0],[0,""img/obj3.png"",""img/obj8.png"",0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","49","154079","0.0-4.0-0.0-45.0","","","[[0,0,0,0,0],[0,0,0,""img/obj1.png"",0],[0,""img/obj4.png"",""img/obj11.png"",0,0],[0,0,""img/obj12.png"",""img/obj10.png"",0],[0,0,0,""img/obj8.png"",0]]",""
"vsl-grid-scene-snap","50","157112","0.0-4.0-0.0-46.0","","","[[0,0,0,0,0],[""img/obj6.png"",0,0,""img/obj5.png"",0],[0,""img/obj2.png"",""img/obj7.png"",0,0],[""img/obj9.png"",""img/obj3.png"",0,0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","51","160132","0.0-4.0-0.0-47.0","","","[[0,""img/obj6.png"",0,0,0],[0,""img/obj4.png"",""img/obj2.png"",0,0],[0,""img/obj9.png"",""img/obj12.png"",0,0],[0,0,0,""img/obj8.png"",0],[0,0,0,0,0]]",""
"vsl-grid-scene","52","163978","0.0-4.0-1.0-0.0-0.0","","2831",""," "
"html-keyboard-response","53","164993","0.0-4.0-1.0-1.0","","null"," ","null"
"vsl-grid-scene-snap","54","166994","0.0-4.0-2.0-0.0","","","[[0,0,""img/obj6.png"",0,0],[0,0,""img/obj1.png"",""img/obj2.png"",0],[0,""img/obj11.png"",""img/obj9.png"",0,0],[0,0,""img/obj10.png"",0,0],[0,0,0,0,0]]",""
"vsl-grid-scene-snap","55","169997","0.0-4.0-2.0-1.0","","","[[0,0,0,0,0],[0,0,0,""img/obj5.png"",0],[0,""img/obj4.png"",""img/obj7.png"",0,0],[0,""img/obj3.png"",""img/obj12.png"",0,0],[0,0,0,""img/obj8.png"",0]]",""
"vsl-grid-scene-snap","56","176707","0.0-4.0-2.0-2.0","","","[[0,""img/obj6.png"",0,0,0],[0,0,""img/obj2.png"",0,0],[0,""img/obj9.png"",""img/obj5.png"",0,0],[0,""img/obj7.png"",0,0,0],[""img/obj3.png"",0,0,0,0]]",""
